toxicity,severe_toxicity,obscene,threat,insult,identity_attack
0.7580121,0.009194953,0.05390195,0.005163416,0.1496421,0.44600442
0.9357798,0.03232771,0.14761032,0.009921859,0.38353398,0.675922
0.9524954,0.046227504,0.17943616,0.011144602,0.48691428,0.7436219
0.97410923,0.090918586,0.29118544,0.016088482,0.6469733,0.84650284
0.97700113,0.10659379,0.3308143,0.01844727,0.678107,0.86451805
0.9636997,0.08532727,0.33463517,0.02487537,0.5755534,0.8726253
0.9515283,0.033632316,0.29047337,0.007761814,0.6270016,0.66018045
0.99847406,0.5592249,0.9865139,0.025291432,0.96387213,0.8101999
0.7696368,0.010919788,0.03490618,0.005619101,0.10983592,0.52000886
0.93222076,0.04998176,0.37148312,0.030348727,0.37705243,0.7431612
0.73456573,0.009725242,0.048730377,0.005374671,0.10736369,0.432825
0.76112676,0.009575553,0.05617952,0.004155314,0.19081861,0.3931151
0.9793815,0.11255146,0.34984457,0.019436136,0.6978374,0.86851954
0.9573879,0.067055196,0.43067163,0.012477649,0.64913803,0.7804012
0.98450744,0.1332129,0.5034549,0.026328288,0.79251724,0.8974733
0.9982875,0.59026015,0.97981423,0.06954013,0.96188635,0.9033196
0.92508847,0.030050324,0.11668672,0.009508599,0.3813348,0.7223774
0.97408336,0.082551,0.36266977,0.013524646,0.6584837,0.79650587
0.9642148,0.054112542,0.18952946,0.014667197,0.5462065,0.7736198
0.9822046,0.099952504,0.3912762,0.021635985,0.76520956,0.869014
0.9606096,0.053408813,0.21386637,0.011534422,0.5614651,0.7660107
0.50509876,0.0065518473,0.037077077,0.0032998428,0.07262883,0.3154995
0.97534025,0.096668646,0.4300653,0.01874371,0.71684206,0.8691136
0.8970302,0.024186607,0.21797796,0.009454376,0.3645617,0.5830784
0.96610236,0.063433595,0.3328221,0.01350187,0.66284597,0.81017953
0.8757063,0.024216853,0.17252095,0.006995808,0.32424858,0.6403945
0.9793815,0.11255146,0.34984457,0.019436136,0.6978374,0.86851954
0.97600913,0.092310384,0.47076982,0.018555647,0.7321777,0.83170646
0.9524661,0.056722328,0.26452333,0.011304125,0.5617722,0.80037165
0.9691563,0.07862365,0.42133167,0.013531449,0.6757598,0.8366446
0.9611879,0.05843603,0.31200245,0.013088081,0.6587364,0.7838809
0.93902993,0.040330064,0.14872515,0.01333611,0.425596,0.73132885
0.9426419,0.044039223,0.20117646,0.010749184,0.50829005,0.7335021
0.8660712,0.021191021,0.10853461,0.009827837,0.22766495,0.6330078
0.8660712,0.021191021,0.10853461,0.009827837,0.22766495,0.6330078
0.8660712,0.021191021,0.10853461,0.009827837,0.22766495,0.6330078
0.962502,0.06776859,0.23017873,0.013661826,0.50161546,0.8205948
0.8956059,0.02033072,0.0937284,0.00927574,0.24128039,0.62941
0.9434017,0.046702195,0.28792784,0.013152724,0.4806185,0.7589749
0.99812347,0.65789026,0.9767447,0.0485336,0.98007774,0.9139882
0.9903346,0.18468018,0.70970976,0.024408648,0.8923302,0.88542944
0.93344593,0.039152093,0.17654656,0.012995952,0.46715474,0.7470782
0.83901906,0.012939911,0.04237709,0.0059906854,0.18643005,0.5622684
0.9381919,0.034498475,0.19232494,0.011170234,0.4668114,0.724908
0.87632227,0.027306402,0.16888253,0.009245785,0.30509335,0.65598875
0.6083941,0.0046011303,0.03248636,0.0028610767,0.058952216,0.26979893
0.9952063,0.2386149,0.9547532,0.011538249,0.85941887,0.6506059
0.94184804,0.03478919,0.15624835,0.011581336,0.43552822,0.74139476
0.7824068,0.010604155,0.046059433,0.0049325456,0.12676997,0.47722122
0.94274634,0.04132948,0.15894254,0.011999202,0.47889432,0.7776737
0.9410507,0.034333434,0.14797303,0.008931123,0.4143336,0.7082502
0.967611,0.062774256,0.27389085,0.015889844,0.5721548,0.7814759
0.99019825,0.34434873,0.92079294,0.027821226,0.88766205,0.8375012
0.8522104,0.016792802,0.08222535,0.0060710623,0.24684075,0.5614866
0.9467991,0.053144388,0.2882601,0.012851256,0.5462861,0.8015334
0.99775827,0.46067995,0.9723058,0.024224162,0.96044165,0.8546596
0.74850917,0.007361173,0.03172635,0.0037825438,0.117264524,0.3622858
0.977366,0.08419829,0.2706435,0.017313898,0.67381436,0.8308426
0.96856624,0.046629615,0.3845543,0.012497683,0.57886785,0.6769586
0.9305643,0.03099566,0.13985561,0.008278152,0.3790432,0.6736891
0.62240255,0.005828005,0.024629554,0.0030346885,0.06633696,0.33983633
0.9190648,0.030547466,0.13325556,0.009697196,0.42242515,0.7128328
0.88849205,0.01631689,0.09156522,0.0071815317,0.25210655,0.57884014
0.9970196,0.42944902,0.9679427,0.029434422,0.9257942,0.8392508
0.9742433,0.105901666,0.4884654,0.018082153,0.7377015,0.8684994
0.9436823,0.07896163,0.44864532,0.01985316,0.66866916,0.78797257
0.8964883,0.022266278,0.1137276,0.007496355,0.30010724,0.66279745
0.95959526,0.062059402,0.3287075,0.011794016,0.6184749,0.81506485
0.9820939,0.10554462,0.41071454,0.022279022,0.76124626,0.87731206
0.71069664,0.005840157,0.018610293,0.0033933872,0.08429795,0.35768905
0.9298856,0.04176735,0.2967006,0.013197461,0.52996117,0.72864294
0.9329664,0.030335043,0.14931181,0.008867733,0.38135737,0.68786925
0.8740138,0.010598654,0.06419274,0.006475256,0.17960496,0.4369715
0.99028325,0.15286477,0.70398927,0.01865716,0.90618354,0.84826064
0.9135927,0.029567448,0.16150984,0.0068691727,0.4374879,0.69976836
0.94637924,0.034768477,0.187486,0.011666897,0.457235,0.7285774
0.9944989,0.577075,0.6605675,0.81260884,0.8309879,0.9323429
0.7550033,0.008040011,0.03435792,0.0044395677,0.120522656,0.43844214
0.9781292,0.10881111,0.5292185,0.060879763,0.727794,0.8560513
0.9793815,0.11255146,0.34984457,0.019436136,0.6978374,0.86851954
0.97382134,0.1556278,0.7013158,0.01450542,0.82751685,0.7878134
0.85800856,0.017521678,0.09685437,0.0065567284,0.32861003,0.58420736
0.86849743,0.01872441,0.113764,0.0064412816,0.18453738,0.5581982
0.98178333,0.1471023,0.5731047,0.07119147,0.75437415,0.886373
0.7237646,0.0091195945,0.036995143,0.004353773,0.1329598,0.47520924
0.9979348,0.658761,0.97367674,0.06087718,0.9578019,0.9306689
0.92742443,0.033054445,0.21249299,0.007270886,0.4602746,0.63364863
0.8203759,0.009938408,0.060520835,0.0045572687,0.21780871,0.46852744
0.97204167,0.0681769,0.58817184,0.009818478,0.77843297,0.7012284
0.977366,0.08419829,0.2706435,0.017313898,0.67381436,0.8308426
0.8974862,0.035667166,0.27692515,0.008856935,0.42664957,0.587379
0.95653206,0.061429255,0.28497958,0.011643706,0.60751873,0.7638118
0.9587672,0.059604015,0.53766435,0.010389162,0.6864982,0.6841385
0.8019826,0.012260489,0.048755206,0.005784185,0.16252856,0.5405357
0.8005055,0.010526329,0.042639714,0.004785308,0.14603347,0.48370385
0.8352542,0.010677626,0.035691064,0.0062787146,0.12743309,0.49482507
0.9424007,0.035470143,0.19568004,0.012631798,0.50742936,0.72475404
0.51089895,0.0038538768,0.016626038,0.0023876387,0.057120264,0.22645096
0.98823196,0.2087438,0.7482574,0.08704888,0.7280399,0.8921735
0.9823272,0.12794428,0.4447361,0.020330472,0.69937557,0.8632118
0.97410923,0.090918586,0.29118544,0.016088482,0.6469733,0.84650284
0.83258104,0.01386653,0.06091353,0.0055793114,0.23696724,0.5634626
0.6954717,0.006086568,0.022558752,0.005329578,0.09985274,0.36746404
0.9454944,0.060156614,0.7843061,0.010622791,0.4733506,0.4013539
0.8858055,0.0139589645,0.058685154,0.009975683,0.16365558,0.52358437
0.9822046,0.099952504,0.3912762,0.021635985,0.76520956,0.869014
0.73316866,0.0068110432,0.028059743,0.0038150125,0.101496436,0.376615
0.93914664,0.03636079,0.17283328,0.008816908,0.5116164,0.7215112
0.99567467,0.46666503,0.9619272,0.033948243,0.91946465,0.85319525
0.83074015,0.012090506,0.055017743,0.0041981353,0.17133228,0.4829309
0.98112327,0.12497676,0.60450774,0.019982863,0.7555639,0.8674522
0.72079754,0.009426267,0.04090375,0.0038186745,0.12620236,0.42843392
0.51895154,0.0032004428,0.011270179,0.0026379267,0.044752885,0.21866573
0.91309816,0.02553735,0.10026206,0.009040532,0.32060304,0.66123974
0.9604863,0.059449468,0.2795815,0.014311677,0.60994583,0.78986967
0.9609412,0.06325171,0.25495666,0.013687205,0.5056385,0.79700845
0.91297996,0.024567146,0.17662355,0.008400369,0.32831058,0.63191336
0.9559047,0.07886829,0.4123212,0.017523196,0.61261874,0.8396044
0.87607646,0.018874463,0.10628293,0.007009611,0.25760302,0.6153607
0.8831641,0.02812722,0.11632119,0.01052115,0.2821482,0.73953635
0.98744303,0.20059882,0.6743091,0.019762376,0.8342914,0.87259686
0.77281064,0.009798143,0.05614569,0.005154312,0.14419349,0.4159465
0.9647179,0.067551404,0.3361189,0.014285997,0.61469716,0.83101195
0.9957028,0.35918227,0.9503368,0.032733683,0.90092856,0.86533684
0.9429806,0.046921976,0.31043068,0.009794512,0.52555984,0.75183904
0.86841416,0.01589928,0.07507335,0.009536212,0.19086741,0.5789953
0.9924643,0.3068785,0.76808226,0.046703912,0.84261465,0.92127603
0.9786799,0.11188341,0.3773711,0.018296052,0.7090051,0.8581197
0.8222661,0.019127347,0.08036503,0.0070589944,0.2367795,0.6342356
0.936101,0.046140123,0.44280767,0.010122984,0.42073825,0.5894274
0.96362364,0.06984445,0.3431139,0.013945058,0.5406303,0.7807622
0.94657016,0.041998807,0.18859102,0.013677804,0.4437721,0.7828829
0.66097856,0.009357375,0.033660162,0.00446634,0.09114477,0.46243715
0.68079764,0.009752208,0.076497726,0.0043806685,0.14569819,0.37413955
0.51305354,0.0048552556,0.019610716,0.0030448155,0.04594866,0.28305614
0.9774498,0.09765704,0.5873245,0.012256269,0.79433995,0.7970351
0.97764266,0.07433709,0.39890757,0.01268282,0.7506136,0.814125
0.9863237,0.15800732,0.569413,0.019478455,0.83289295,0.8607329
0.8615099,0.018460723,0.07721546,0.010297234,0.12872161,0.6277255
0.9154486,0.037411574,0.32135135,0.009441827,0.59970367,0.63812727
0.939356,0.045024294,0.22740708,0.013656739,0.5277795,0.7596013
0.9840768,0.16130175,0.8722638,0.013806358,0.7903617,0.7121441
0.57821405,0.0042858305,0.013389309,0.0030594044,0.07645051,0.28246444
0.92686903,0.031401873,0.13967802,0.008687846,0.36647925,0.67659336
0.8434351,0.018971156,0.12240222,0.005433317,0.39692762,0.5693513
0.91946816,0.021833958,0.1492482,0.0061187204,0.31747857,0.520264
0.975474,0.10823886,0.4923018,0.02758536,0.7156319,0.8657904
0.86526525,0.023408344,0.11329021,0.008544928,0.28967655,0.6818785
0.7498063,0.01026708,0.04499398,0.005243451,0.12209788,0.4703592
0.675427,0.006033359,0.0226444,0.0037630426,0.104674526,0.3308926
0.9169924,0.027374541,0.13175586,0.007642503,0.35449135,0.6450028
0.977366,0.08419829,0.2706435,0.017313898,0.67381436,0.8308426
0.9253924,0.030659458,0.10972075,0.014742889,0.33628443,0.726454
0.8163752,0.009435015,0.059230417,0.0033909543,0.28956032,0.3896586
0.8124474,0.0065665813,0.031745046,0.004341195,0.1353987,0.35904253
0.99858165,0.58600116,0.9867526,0.042190563,0.9615276,0.8435562
0.98246205,0.12336238,0.37992916,0.0337077,0.6976739,0.8634232
0.9793815,0.11255146,0.34984457,0.019436136,0.6978374,0.86851954
0.99654996,0.38812515,0.97135913,0.018229026,0.93764794,0.7652206
0.96219283,0.04505306,0.23171091,0.0120070735,0.5938235,0.75746626
0.9696646,0.06099473,0.34342846,0.01149472,0.66776615,0.79568464
0.977366,0.08419829,0.2706435,0.017313898,0.67381436,0.8308426
0.877626,0.0316488,0.1756705,0.009303607,0.43976527,0.6739457
0.9972971,0.382922,0.97500813,0.018538503,0.91060424,0.7341343
0.9476233,0.03879302,0.21261519,0.010315307,0.52831244,0.75567186
0.9005386,0.02353038,0.13305667,0.007421636,0.32815593,0.64458686
0.9086318,0.033930942,0.19976401,0.009159963,0.39244583,0.7120954
0.77970415,0.0053157336,0.030681778,0.0039743194,0.11526887,0.32086143
0.9690433,0.06346856,0.21474339,0.014263754,0.5759997,0.7992974
0.9822318,0.11662325,0.6578063,0.01950095,0.7519555,0.8154841
0.8005055,0.010526329,0.042639714,0.004785308,0.14603347,0.48370385
0.97382957,0.09036672,0.62886596,0.009204472,0.80533856,0.73821074
0.005895016,8.90309e-05,0.00024598296,0.00012233978,0.0003379229,0.00029722758
0.74189824,0.011384527,0.0426862,0.0052240146,0.14874533,0.5170463
0.88902974,0.018911887,0.10068272,0.008351607,0.26175296,0.61873305
0.92983264,0.034423817,0.17417443,0.010399143,0.37984362,0.7445591
0.9945762,0.3501071,0.9506395,0.022490406,0.8214074,0.8023156
0.9671029,0.054056473,0.3416768,0.012178118,0.6501271,0.7693967
0.9473534,0.032204565,0.14288948,0.013597945,0.36052468,0.7124367
0.66676414,0.010031127,0.038415883,0.004354513,0.10026441,0.4947738
0.7891274,0.0076887095,0.029278336,0.0042607444,0.081103876,0.37177044
0.000898684,0.00010579353,0.00017206927,0.000110642715,0.00017669139,0.00015349023
0.70122015,0.0079208175,0.07199229,0.0033686627,0.17900304,0.32467774
0.97096306,0.09526925,0.3529991,0.080428645,0.47440523,0.85341024
0.83099765,0.013786427,0.082565665,0.0050482512,0.24918675,0.50828946
0.7043458,0.0062273596,0.03276112,0.0027152384,0.07328455,0.3247338
0.3009249,0.0018186071,0.006091901,0.0011473491,0.02173084,0.1148787
0.39213455,0.0020003878,0.007336031,0.001565689,0.030560603,0.14091872
0.97370434,0.07382221,0.4245469,0.015704777,0.4315166,0.748435
0.6284376,0.0057051037,0.02174524,0.0032768676,0.074693404,0.324155
0.7782413,0.013461435,0.07041583,0.004602115,0.14460462,0.49144694
0.33134216,0.0028480727,0.01604628,0.0018022878,0.022830293,0.13327186
0.91766137,0.031794265,0.2534077,0.00838364,0.42194057,0.6614018
0.9582274,0.054494653,0.26130998,0.009247326,0.540183,0.75179845
0.9410221,0.04189292,0.25944734,0.008810605,0.498624,0.74353194
0.17932633,0.0014623475,0.0043802965,0.0011313203,0.011348653,0.079786286
0.5858045,0.0036380447,0.014122521,0.0024173982,0.04370509,0.23892328
0.76128054,0.017040228,0.08513978,0.00570001,0.21988954,0.58041507
0.508394,0.004756816,0.024357127,0.0027076956,0.06143579,0.25465053
0.9300674,0.03685681,0.22411537,0.009330138,0.45773575,0.7174309
0.83959216,0.015318332,0.090210326,0.005535918,0.16662458,0.5553627
0.41179457,0.0039160103,0.014295655,0.0020295514,0.04076233,0.2268793
0.423481,0.0044070766,0.016624931,0.002564252,0.044390056,0.2503233
0.822059,0.01892558,0.08911344,0.007879502,0.18355821,0.6156166
0.20490077,0.0012072875,0.006678683,0.00097809,0.011514638,0.05903426
0.6936446,0.0046356814,0.014823179,0.002931351,0.056258984,0.30116013
0.9326723,0.062077478,0.5240812,0.011768478,0.528181,0.6264669
0.9757496,0.101428926,0.50499225,0.035497382,0.63104486,0.8463475
0.92861027,0.034771208,0.21752076,0.00655366,0.47302157,0.62905294
0.4922472,0.006250911,0.025367957,0.002745198,0.06113062,0.31291768
0.50325084,0.0030497466,0.012424294,0.0024239572,0.035861716,0.20027117
0.6936446,0.0046356814,0.014823179,0.002931351,0.056258984,0.30116013
0.90761787,0.02835414,0.17652951,0.009022897,0.33249378,0.6674221
0.90436465,0.03816508,0.23549847,0.009751747,0.3628627,0.71997017
0.83796567,0.013875205,0.07488001,0.0045733154,0.18719879,0.48582405
0.8230284,0.015593203,0.06927846,0.0054312483,0.2326428,0.57465404
0.89651746,0.015533101,0.058124818,0.007033469,0.15278813,0.5619031
0.54012,0.007237292,0.03210319,0.0030806344,0.08450672,0.36679837
0.92786145,0.04119986,0.22734277,0.010650089,0.47026575,0.7433433
0.9873347,0.18921511,0.8948549,0.014783643,0.77255744,0.76521
0.6298685,0.0040743575,0.018434396,0.0036692515,0.07957879,0.2686637
0.37026316,0.0044934456,0.022864956,0.0022170488,0.03802795,0.23364937
0.6485812,0.009552098,0.050735787,0.0036525198,0.13153702,0.44577187
0.99254394,0.23774567,0.9232842,0.017637424,0.8300062,0.7912701
0.96076894,0.07059846,0.40155956,0.016721252,0.50130534,0.8135517
0.9503544,0.04678208,0.2977083,0.01093497,0.5045674,0.73436165
0.65741926,0.0062206853,0.054087218,0.0042536682,0.0580349,0.2786894
0.9352871,0.038159866,0.2592614,0.011124609,0.31124666,0.64301527
0.6241141,0.010412666,0.060370866,0.0039002912,0.12094101,0.43263912
0.6086688,0.007543285,0.038189586,0.0029209726,0.11838768,0.37960258
0.9744623,0.08086484,0.3746804,0.016009012,0.74900615,0.7806313
0.99378693,0.3740281,0.90978855,0.029395236,0.8942591,0.8855471
0.9977399,0.42905557,0.9775817,0.022249792,0.9172854,0.78841084
0.9032812,0.03072779,0.3751837,0.0076276646,0.43314517,0.557283
0.92983633,0.025467953,0.1536498,0.0092818765,0.2574173,0.64118373
0.846724,0.011884152,0.06558812,0.004902904,0.21628338,0.4995022
0.61340755,0.0052252514,0.016925042,0.0030949311,0.0625343,0.32718757
0.69630146,0.005444938,0.020017836,0.0033045937,0.06553596,0.33673486
0.45834097,0.0029912258,0.011859948,0.0022559448,0.0329201,0.19692194
0.79073197,0.011101552,0.042144082,0.0053087897,0.11633321,0.4990916
0.9789196,0.14156093,0.81935376,0.012685286,0.7876484,0.76340437
0.99438936,0.46014094,0.9413271,0.04970905,0.8737389,0.89726764
0.8473568,0.01545179,0.0849308,0.005173392,0.21865533,0.51475275
0.9295845,0.036124647,0.30007857,0.007343379,0.3677368,0.6679627
0.9396719,0.048467416,0.3029022,0.011001585,0.48364836,0.74752307
0.96819377,0.07693784,0.51252365,0.020673152,0.5879992,0.7586243
0.666847,0.0061567076,0.026151301,0.004070619,0.06927158,0.36034727
0.8422964,0.022023996,0.12222838,0.0063150465,0.29251388,0.6208722
0.38382733,0.00495649,0.018396514,0.0026169664,0.045064107,0.2855888
0.9472231,0.04996998,0.23809676,0.009924501,0.46601638,0.74229556
0.78863966,0.010364091,0.041323256,0.005175162,0.14244421,0.47990122
0.90968317,0.023530714,0.12894785,0.008328296,0.2701577,0.6720503
0.99331033,0.33228996,0.9118203,0.02049705,0.90922517,0.8459984
0.9455404,0.057310484,0.35446042,0.012004714,0.50137454,0.695607
0.48445553,0.0018250733,0.007499439,0.0020748926,0.026184473,0.12430119
0.7354534,0.008514088,0.039040286,0.004018413,0.09927662,0.44203213
0.86130077,0.01984111,0.13360372,0.011564688,0.28005952,0.58813417
0.93893796,0.060900398,0.35612702,0.014472384,0.5254697,0.7949018
0.23138873,0.001864085,0.0054914798,0.0014808733,0.013485932,0.10269659
0.7390073,0.010481481,0.046078578,0.0046573686,0.13334052,0.48759836
0.8726272,0.01691473,0.07784031,0.0061954674,0.20707315,0.5816218
0.9642628,0.117123134,0.25410938,0.32550514,0.40120557,0.8129046
0.65432554,0.004627855,0.023786217,0.003750737,0.051962607,0.29080343
0.09473563,0.0006772439,0.0018565923,0.00094819797,0.00511851,0.029903179
0.25279924,0.0016398332,0.0048989905,0.0013966983,0.012012838,0.105153725
0.6141437,0.0050848206,0.020339236,0.003407954,0.062374666,0.3186746
0.8571579,0.029317863,0.18879215,0.007242289,0.29628915,0.6486006
0.40060693,0.0027677352,0.008867486,0.002007739,0.027576284,0.16942903
0.9419416,0.03366165,0.30883923,0.008058369,0.5465881,0.6551002
0.9973133,0.4320887,0.97001284,0.0260024,0.92926127,0.84802264
0.88210005,0.024707196,0.13243237,0.0071446053,0.31535232,0.6521218
0.5976806,0.005903973,0.032043178,0.0032052686,0.05755248,0.35207742
0.6266898,0.005583149,0.026117405,0.0029895767,0.079316445,0.33573696
0.111347206,0.0015593874,0.0038885507,0.0012293631,0.009647032,0.074797295
0.90792227,0.04212907,0.29163718,0.010335266,0.43536058,0.7074617
